# sample1 			| sample2 			| total SNPs 	| mismatched SNPs 	| mismatch % 	| Hom Hom (ex: 00 11) 	| Hom Homs % 	| Het Hom Lap (ex: 00 01) 	| Het Hom Lap % 	| Het Hom non Lap (ex 00 12) 	| Het Hom non Lap % 	| Het Het (ex: 01 12 or 01 23) 	| Het Het %
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.38586 | 2837          | 399               | 14.06%        | 62                    | 2.19%         | 337                       | 11.88%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.51075 | 2851          | 361               | 12.66%        | 82                    | 2.88%         | 279                       | 9.79%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.51088 | 2861          | 410               | 14.33%        | 81                    | 2.83%         | 329                       | 11.50%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.47161 | 2505          | 349               | 13.93%        | 86                    | 3.43%         | 263                       | 10.50%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.47231 | 2820          | 389               | 13.79%        | 77                    | 2.73%         | 312                       | 11.06%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.51008 | 2806          | 417               | 14.86%        | 67                    | 2.39%         | 350                       | 12.47%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.51025 | 2723          | 383               | 14.07%        | 65                    | 2.39%         | 318                       | 11.68%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.58557 | 2869          | 406               | 14.15%        | 72                    | 2.51%         | 334                       | 11.64%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.58647 | 2768          | 391               | 14.13%        | 53                    | 1.91%         | 338                       | 12.21%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.74725 | 2640          | 370               | 14.02%        | 71                    | 2.69%         | 299                       | 11.33%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.78748 | 2835          | 407               | 14.36%        | 65                    | 2.29%         | 342                       | 12.06%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.LSU.47126 | 2908          | 405               | 13.93%        | 72                    | 2.48%         | 333                       | 11.45%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.S07-1C  | 2850          | 413               | 14.49%        | 144                   | 5.05%         | 269                       | 9.44%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.UW-67478 | 1456          | 174               | 11.95%        | 44                    | 3.02%         | 130                       | 8.93%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.12796  | Ceyx.erit.UW-67495 | 1690          | 214               | 12.66%        | 62                    | 3.67%         | 152                       | 8.99%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.KU.19310 | 2847          | 186               | 6.53%         | 23                    | 0.81%         | 163                       | 5.73%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.KU.19363 | 2776          | 216               | 7.78%         | 34                    | 1.22%         | 182                       | 6.56%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.38586 | 2787          | 381               | 13.67%        | 81                    | 2.91%         | 300                       | 10.76%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.51075 | 2786          | 362               | 12.99%        | 98                    | 3.52%         | 264                       | 9.48%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.51088 | 2799          | 401               | 14.33%        | 102                   | 3.64%         | 299                       | 10.68%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.47161 | 2432          | 309               | 12.71%        | 83                    | 3.41%         | 226                       | 9.29%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.47231 | 2769          | 402               | 14.52%        | 109                   | 3.94%         | 293                       | 10.58%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.51008 | 2762          | 405               | 14.66%        | 76                    | 2.75%         | 329                       | 11.91%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.51025 | 2653          | 387               | 14.59%        | 88                    | 3.32%         | 299                       | 11.27%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.58557 | 2820          | 417               | 14.79%        | 103                   | 3.65%         | 314                       | 11.13%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.58647 | 2734          | 403               | 14.74%        | 79                    | 2.89%         | 324                       | 11.85%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.74725 | 2587          | 359               | 13.88%        | 79                    | 3.05%         | 280                       | 10.82%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.78748 | 2782          | 403               | 14.49%        | 85                    | 3.06%         | 318                       | 11.43%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.LSU.47126 | 2849          | 393               | 13.79%        | 94                    | 3.30%         | 299                       | 10.49%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.S07-1C  | 2793          | 403               | 14.43%        | 153                   | 5.48%         | 250                       | 8.95%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.UW-67478 | 1388          | 176               | 12.68%        | 59                    | 4.25%         | 117                       | 8.43%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19295  | Ceyx.erit.UW-67495 | 1613          | 213               | 13.21%        | 72                    | 4.46%         | 141                       | 8.74%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.KU.19363 | 2895          | 204               | 7.05%         | 33                    | 1.14%         | 171                       | 5.91%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.38586 | 2894          | 398               | 13.75%        | 93                    | 3.21%         | 305                       | 10.54%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.51075 | 2901          | 355               | 12.24%        | 106                   | 3.65%         | 249                       | 8.58%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.51088 | 2909          | 399               | 13.72%        | 108                   | 3.71%         | 291                       | 10.00%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.47161 | 2554          | 320               | 12.53%        | 102                   | 3.99%         | 218                       | 8.54%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.47231 | 2870          | 401               | 13.97%        | 112                   | 3.90%         | 289                       | 10.07%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.51008 | 2856          | 410               | 14.36%        | 86                    | 3.01%         | 324                       | 11.34%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.51025 | 2772          | 383               | 13.82%        | 100                   | 3.61%         | 283                       | 10.21%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.58557 | 2917          | 431               | 14.78%        | 112                   | 3.84%         | 319                       | 10.94%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.58647 | 2818          | 405               | 14.37%        | 90                    | 3.19%         | 315                       | 11.18%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.74725 | 2698          | 364               | 13.49%        | 90                    | 3.34%         | 274                       | 10.16%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.78748 | 2888          | 403               | 13.95%        | 93                    | 3.22%         | 310                       | 10.73%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.LSU.47126 | 2963          | 408               | 13.77%        | 97                    | 3.27%         | 311                       | 10.50%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.S07-1C  | 2903          | 403               | 13.88%        | 168                   | 5.79%         | 235                       | 8.10%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.UW-67478 | 1480          | 181               | 12.23%        | 64                    | 4.32%         | 117                       | 7.91%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19310  | Ceyx.erit.UW-67495 | 1723          | 216               | 12.54%        | 78                    | 4.53%         | 138                       | 8.01%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.38586 | 2826          | 399               | 14.12%        | 90                    | 3.18%         | 309                       | 10.93%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.51075 | 2839          | 370               | 13.03%        | 121                   | 4.26%         | 249                       | 8.77%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.51088 | 2849          | 388               | 13.62%        | 115                   | 4.04%         | 273                       | 9.58%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.47161 | 2505          | 303               | 12.10%        | 95                    | 3.79%         | 208                       | 8.30%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.47231 | 2807          | 398               | 14.18%        | 122                   | 4.35%         | 276                       | 9.83%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.51008 | 2798          | 412               | 14.72%        | 93                    | 3.32%         | 319                       | 11.40%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.51025 | 2720          | 389               | 14.30%        | 96                    | 3.53%         | 293                       | 10.77%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.58557 | 2854          | 407               | 14.26%        | 104                   | 3.64%         | 303                       | 10.62%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.58647 | 2753          | 400               | 14.53%        | 93                    | 3.38%         | 307                       | 11.15%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.74725 | 2645          | 351               | 13.27%        | 95                    | 3.59%         | 256                       | 9.68%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.78748 | 2824          | 408               | 14.45%        | 99                    | 3.51%         | 309                       | 10.94%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.LSU.47126 | 2899          | 396               | 13.66%        | 106                   | 3.66%         | 290                       | 10.00%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.S07-1C  | 2842          | 397               | 13.97%        | 165                   | 5.81%         | 232                       | 8.16%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.UW-67478 | 1440          | 169               | 11.74%        | 61                    | 4.24%         | 108                       | 7.50%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.KU.19363  | Ceyx.erit.UW-67495 | 1682          | 210               | 12.49%        | 75                    | 4.46%         | 135                       | 8.03%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.51075 | 2842          | 392               | 13.79%        | 70                    | 2.46%         | 322                       | 11.33%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.51088 | 2856          | 418               | 14.64%        | 69                    | 2.42%         | 349                       | 12.22%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.47161 | 2497          | 348               | 13.94%        | 73                    | 2.92%         | 275                       | 11.01%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.47231 | 2812          | 414               | 14.72%        | 74                    | 2.63%         | 340                       | 12.09%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.51008 | 2797          | 443               | 15.84%        | 60                    | 2.15%         | 383                       | 13.69%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.51025 | 2716          | 383               | 14.10%        | 66                    | 2.43%         | 317                       | 11.67%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.58557 | 2862          | 434               | 15.16%        | 68                    | 2.38%         | 366                       | 12.79%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.58647 | 2770          | 415               | 14.98%        | 48                    | 1.73%         | 367                       | 13.25%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.74725 | 2635          | 382               | 14.50%        | 61                    | 2.31%         | 321                       | 12.18%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.78748 | 2833          | 431               | 15.21%        | 68                    | 2.40%         | 363                       | 12.81%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.LSU.47126 | 2903          | 405               | 13.95%        | 59                    | 2.03%         | 346                       | 11.92%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.S07-1C  | 2848          | 430               | 15.10%        | 122                   | 4.28%         | 308                       | 10.81%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.UW-67478 | 1438          | 203               | 14.12%        | 51                    | 3.55%         | 152                       | 10.57%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.38586 | Ceyx.erit.UW-67495 | 1679          | 236               | 14.06%        | 49                    | 2.92%         | 187                       | 11.14%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.LSU.51088 | 2867          | 364               | 12.70%        | 86                    | 3.00%         | 278                       | 9.70%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.LSU.47161 | 2515          | 320               | 12.72%        | 85                    | 3.38%         | 235                       | 9.34%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.LSU.47231 | 2828          | 391               | 13.83%        | 91                    | 3.22%         | 300                       | 10.61%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.LSU.51008 | 2818          | 406               | 14.41%        | 81                    | 2.87%         | 325                       | 11.53%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.LSU.51025 | 2737          | 367               | 13.41%        | 72                    | 2.63%         | 295                       | 10.78%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.LSU.58557 | 2871          | 418               | 14.56%        | 87                    | 3.03%         | 331                       | 11.53%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.LSU.58647 | 2771          | 384               | 13.86%        | 66                    | 2.38%         | 318                       | 11.48%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.LSU.74725 | 2648          | 380               | 14.35%        | 79                    | 2.98%         | 301                       | 11.37%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.LSU.78748 | 2844          | 393               | 13.82%        | 73                    | 2.57%         | 320                       | 11.25%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.LSU.47126 | 2916          | 384               | 13.17%        | 80                    | 2.74%         | 304                       | 10.43%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.S07-1C  | 2860          | 409               | 14.30%        | 146                   | 5.10%         | 263                       | 9.20%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.UW-67478 | 1451          | 184               | 12.68%        | 56                    | 3.86%         | 128                       | 8.82%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51075 | Ceyx.erit.UW-67495 | 1695          | 212               | 12.51%        | 63                    | 3.72%         | 149                       | 8.79%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.LSU.47161 | 2527          | 344               | 13.61%        | 74                    | 2.93%         | 270                       | 10.68%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.LSU.47231 | 2838          | 404               | 14.24%        | 96                    | 3.38%         | 308                       | 10.85%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.LSU.51008 | 2823          | 424               | 15.02%        | 77                    | 2.73%         | 347                       | 12.29%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.LSU.51025 | 2740          | 402               | 14.67%        | 71                    | 2.59%         | 331                       | 12.08%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.LSU.58557 | 2883          | 444               | 15.40%        | 88                    | 3.05%         | 356                       | 12.35%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.LSU.58647 | 2783          | 435               | 15.63%        | 62                    | 2.23%         | 373                       | 13.40%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.LSU.74725 | 2665          | 383               | 14.37%        | 69                    | 2.59%         | 314                       | 11.78%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.LSU.78748 | 2855          | 397               | 13.91%        | 65                    | 2.28%         | 332                       | 11.63%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.LSU.47126 | 2928          | 406               | 13.87%        | 83                    | 2.83%         | 323                       | 11.03%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.S07-1C  | 2874          | 426               | 14.82%        | 146                   | 5.08%         | 280                       | 9.74%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.UW-67478 | 1461          | 189               | 12.94%        | 41                    | 2.81%         | 148                       | 10.13%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51088 | Ceyx.erit.UW-67495 | 1701          | 227               | 13.35%        | 65                    | 3.82%         | 162                       | 9.52%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.LSU.47231 | 2505          | 359               | 14.33%        | 87                    | 3.47%         | 272                       | 10.86%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.LSU.51008 | 2469          | 357               | 14.46%        | 73                    | 2.96%         | 284                       | 11.50%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.LSU.51025 | 2429          | 350               | 14.41%        | 66                    | 2.72%         | 284                       | 11.69%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.LSU.58557 | 2526          | 380               | 15.04%        | 80                    | 3.17%         | 300                       | 11.88%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.LSU.58647 | 2422          | 363               | 14.99%        | 62                    | 2.56%         | 301                       | 12.43%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.LSU.74725 | 2371          | 348               | 14.68%        | 67                    | 2.83%         | 281                       | 11.85%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.LSU.78748 | 2508          | 372               | 14.83%        | 74                    | 2.95%         | 298                       | 11.88%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.LSU.47126 | 2570          | 345               | 13.42%        | 73                    | 2.84%         | 272                       | 10.58%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.S07-1C  | 2526          | 368               | 14.57%        | 130                   | 5.15%         | 238                       | 9.42%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.UW-67478 | 1388          | 187               | 13.47%        | 55                    | 3.96%         | 132                       | 9.51%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47161 | Ceyx.erit.UW-67495 | 1614          | 208               | 12.89%        | 58                    | 3.59%         | 150                       | 9.29%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47231 | Ceyx.erit.LSU.51008 | 2787          | 442               | 15.86%        | 84                    | 3.01%         | 358                       | 12.85%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47231 | Ceyx.erit.LSU.51025 | 2701          | 401               | 14.85%        | 68                    | 2.52%         | 333                       | 12.33%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47231 | Ceyx.erit.LSU.58557 | 2851          | 456               | 15.99%        | 89                    | 3.12%         | 367                       | 12.87%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47231 | Ceyx.erit.LSU.58647 | 2760          | 435               | 15.76%        | 77                    | 2.79%         | 358                       | 12.97%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47231 | Ceyx.erit.LSU.74725 | 2621          | 400               | 15.26%        | 86                    | 3.28%         | 314                       | 11.98%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47231 | Ceyx.erit.LSU.78748 | 2830          | 449               | 15.87%        | 82                    | 2.90%         | 367                       | 12.97%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47231 | Ceyx.erit.LSU.47126 | 2891          | 413               | 14.29%        | 80                    | 2.77%         | 333                       | 11.52%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47231 | Ceyx.erit.S07-1C  | 2837          | 431               | 15.19%        | 147                   | 5.18%         | 284                       | 10.01%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47231 | Ceyx.erit.UW-67478 | 1462          | 203               | 13.89%        | 55                    | 3.76%         | 148                       | 10.12%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.47231 | Ceyx.erit.UW-67495 | 1687          | 230               | 13.63%        | 70                    | 4.15%         | 160                       | 9.48%             | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51008 | Ceyx.erit.LSU.51025 | 2680          | 421               | 15.71%        | 62                    | 2.31%         | 359                       | 13.40%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51008 | Ceyx.erit.LSU.58557 | 2834          | 456               | 16.09%        | 77                    | 2.72%         | 379                       | 13.37%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51008 | Ceyx.erit.LSU.58647 | 2737          | 437               | 15.97%        | 53                    | 1.94%         | 384                       | 14.03%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51008 | Ceyx.erit.LSU.74725 | 2612          | 397               | 15.20%        | 51                    | 1.95%         | 346                       | 13.25%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51008 | Ceyx.erit.LSU.78748 | 2805          | 435               | 15.51%        | 66                    | 2.35%         | 369                       | 13.16%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51008 | Ceyx.erit.LSU.47126 | 2874          | 432               | 15.03%        | 66                    | 2.30%         | 366                       | 12.73%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51008 | Ceyx.erit.S07-1C  | 2822          | 456               | 16.16%        | 137                   | 4.85%         | 319                       | 11.30%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51008 | Ceyx.erit.UW-67478 | 1405          | 208               | 14.80%        | 50                    | 3.56%         | 158                       | 11.25%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51008 | Ceyx.erit.UW-67495 | 1636          | 242               | 14.79%        | 55                    | 3.36%         | 187                       | 11.43%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51025 | Ceyx.erit.LSU.58557 | 2743          | 422               | 15.38%        | 71                    | 2.59%         | 351                       | 12.80%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51025 | Ceyx.erit.LSU.58647 | 2651          | 383               | 14.45%        | 47                    | 1.77%         | 336                       | 12.67%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51025 | Ceyx.erit.LSU.74725 | 2567          | 381               | 14.84%        | 62                    | 2.42%         | 319                       | 12.43%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51025 | Ceyx.erit.LSU.78748 | 2717          | 403               | 14.83%        | 58                    | 2.13%         | 345                       | 12.70%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51025 | Ceyx.erit.LSU.47126 | 2790          | 390               | 13.98%        | 65                    | 2.33%         | 325                       | 11.65%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51025 | Ceyx.erit.S07-1C  | 2738          | 421               | 15.38%        | 120                   | 4.38%         | 301                       | 10.99%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51025 | Ceyx.erit.UW-67478 | 1416          | 185               | 13.06%        | 40                    | 2.82%         | 145                       | 10.24%            | 0                             | 0.00%                 | 0                             | 0.00%              
Ceyx.erit.LSU.51025 | Ceyx.erit.UW-67495 | 1653          | 228               | 13.79%        | 53                    | 3.21%         | 175                       | 10.59%            | 0                             | 0.00%                 | 0                             | 0.00%              
